id;user;image;time;pause;mode
1;1;C:\Users\User\Desktop\Изображения\1.png;0;0;0
2;1;C:\Users\User\Desktop\Изображения\2.png;0;0;0
3;1;C:\Users\User\Desktop\Изображения\1.png;0;0;0
4;1;C:\Users\User\Desktop\Изображения\1.png;0;0;0
